[2023-09-16 09:56:39,883] 225 werkzeug -WARNING  * Debugger is active!
[2023-09-16 09:56:39,895] 225 werkzeug -INFO  * Debugger PIN: 109-549-878
[2023-09-16 09:56:42,974] 225 werkzeug -WARNING  * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
[2023-09-16 09:56:42,974] 225 werkzeug -INFO  * Running on http://192.168.1.5:8000/ (Press CTRL+C to quit)
[2023-09-16 09:56:50,630] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:56:50] "GET / HTTP/1.1" 200 -
[2023-09-16 09:56:50,714] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:56:50] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2023-09-16 09:56:53,744] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:56:53] "GET /predict HTTP/1.1" 200 -
[2023-09-16 09:57:53,786] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:57:53] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2023-09-16 09:57:53,807] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:57:53] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2023-09-16 09:57:54,039] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:57:54] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2023-09-16 09:57:54,416] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:57:54] "GET /predict?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2023-09-16 09:57:54,418] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:57:54] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-16 09:57:54,680] 225 werkzeug -INFO 127.0.0.1 - - [16/Sep/2023 09:57:54] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-16 10:00:22,016] 225 werkzeug -INFO  * Detected change in 'c:\\users\\krushna\\creditcarddefult\\app.py', reloading
