[2023-09-14 19:19:28,929] 225 werkzeug -WARNING  * Debugger is active!
[2023-09-14 19:19:28,939] 225 werkzeug -INFO  * Debugger PIN: 809-358-215
[2023-09-14 19:19:29,887] 225 werkzeug -WARNING  * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
[2023-09-14 19:19:29,888] 225 werkzeug -INFO  * Running on http://192.168.1.11:8000/ (Press CTRL+C to quit)
[2023-09-14 19:19:31,436] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:31] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2023-09-14 19:19:31,461] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:31] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2023-09-14 19:19:31,778] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:31] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2023-09-14 19:19:32,110] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:32] "GET /predict?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2023-09-14 19:19:32,111] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:32] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-14 19:19:32,374] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:32] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-14 19:19:34,773] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:19:34] "GET /predict HTTP/1.1" 200 -
[2023-09-14 19:24:24,420] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:24:24] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2023-09-14 19:24:24,444] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:24:24] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2023-09-14 19:24:24,675] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:24:24] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2023-09-14 19:24:25,004] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:24:25] "GET /predict?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2023-09-14 19:24:25,005] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:24:25] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-14 19:24:25,268] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:24:25] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-14 19:27:57,958] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:27:57] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2023-09-14 19:27:57,989] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:27:57] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2023-09-14 19:27:58,295] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:27:58] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2023-09-14 19:27:58,624] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:27:58] "GET /predict?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2023-09-14 19:27:58,626] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:27:58] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-09-14 19:27:58,887] 225 werkzeug -INFO 127.0.0.1 - - [14/Sep/2023 19:27:58] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
